time	cell_name	X	Y	Z
38	P3	233	301	15
38	E	186	287	16
38	MS	121	317	9
38	ABala	49	379	15
38	ABalp	53	344	13
38	ABarp	136	399	18
38	ABara	117	394	11
38	ABprp	189	343	9
38	ABpra	186	377	9
38	ABplp	118	313	18
38	C	210	353	22
38	ABpla	101	348	20
39	P3	232	304	15
39	E	186	290	15
39	MS	125	318	10
39	ABala	48	379	15
39	ABalp	57	338	13
39	ABarp	136	399	18
39	ABara	119	395	10
39	ABprp	188	344	10
39	ABpra	186	382	10
39	ABplp	120	315	18
39	C	209	359	22
39	ABpla	97	347	20
40	P3	234	308	15
40	E	186	292	14
40	MS	128	319	10
40	ABala	45	378	14
40	ABalp	63	332	12
40	ABarp	133	398	18
40	ABara	115	396	10
40	ABprp	188	344	10
40	ABpra	182	387	11
40	ABplp	124	315	18
40	C	209	360	21
40	ABpla	91	352	21
41	P3	235	311	15
41	E	186	298	14
41	MS	129	327	10
41	ABala	44	376	12
41	ABalp	70	324	13
41	ABarp	134	403	21
41	ABara	116	398	9
41	ABprp	192	343	9
41	ABpra	183	396	11
41	ABplp	126	308	20
41	C	204	359	21
41	ABpla	85	357	24
42	P3	237	317	16
42	E	185	296	15
42	MSa	111	327	10
42	MSp	137	326	11
42	ABala	45	379	12
42	ABalp	65	322	14
42	ABarp	133	403	20
42	ABara	111	396	9
42	ABprp	198	342	9
42	ABpra	177	401	11
42	ABplp	128	308	21
42	C	195	357	20
42	ABpla	84	362	22
43	P3	240	322	16
43	Ep	200	299	16
43	Ea	174	294	14
43	MSa	104	324	10
43	MSp	137	328	10
43	ABala	46	386	13
43	ABalp	53	327	16
43	ABarp	133	407	20
43	ABara	108	391	8
43	ABprp	202	335	9
43	ABpra	180	400	10
43	ABplp	132	307	20
43	C	191	358	21
43	ABpla	88	369	21
44	P3	241	327	16
44	Ep	207	300	15
44	Ea	174	292	14
44	MSa	101	325	10
44	MSp	137	333	10
44	ABala	48	386	13
44	ABalp	54	327	16
44	ABarp	132	406	19
44	ABara	103	389	9
44	ABprp	202	336	9
44	ABpra	182	398	11
44	ABplp	137	307	21
44	C	184	357	20
44	ABpla	92	368	21
45	P3	237	332	17
45	Ep	210	303	17
45	Ea	175	293	13
45	MSa	98	323	11
45	MSp	140	332	10
45	ABala	49	388	13
45	ABalp	54	327	17
45	ABarp	135	404	19
45	ABara	102	393	9
45	ABprp	205	336	9
45	ABpra	180	398	11
45	ABplp	138	304	21
45	C	180	357	20
45	ABpla	95	369	21
46	P3	235	332	17
46	Ep	210	305	17
46	Ea	169	294	12
46	MSa	90	323	10
46	MSp	148	334	10
46	ABala	46	391	14
46	ABalp	52	328	17
46	ABarp	140	405	19
46	ABara	103	393	8
46	ABprp	210	334	9
46	ABpra	180	399	11
46	ABplp	136	300	20
46	Ca	168	353	18
46	ABpla	93	371	21
46	Cp	192	358	18
47	P3	238	326	16
47	Ep	210	303	17
47	Ea	163	294	12
47	MSa	90	321	10
47	MSp	152	332	9
47	ABala	48	393	14
47	ABalp	49	329	16
47	ABarp	144	405	19
47	ABara	108	391	8
47	ABprp	206	337	8
47	ABpra	184	396	11
47	ABplp	131	301	20
47	Ca	167	350	19
47	ABpla	95	370	22
47	Cp	199	352	19
48	P3	239	324	15
48	Ep	208	302	18
48	Ea	162	291	11
48	MSa	94	320	9
48	MSp	153	331	9
48	ABala	51	394	14
48	ABalp	49	330	15
48	ABarp	134	407	18
48	ABara	112	393	8
48	ABprp	203	338	9
48	ABpra	189	393	11
48	ABplp	130	301	21
48	Ca	164	350	19
48	ABpla	93	369	22
48	Cp	203	354	20
49	P3	236	319	16
49	Ep	206	300	18
49	Ea	164	293	11
49	MSa	100	321	9
49	MSp	154	332	9
49	ABala	51	395	14
49	ABalp	51	332	13
49	ABarp	142	403	19
49	ABara	112	397	9
49	ABprp	204	337	9
49	ABpra	191	393	12
49	ABplp	124	304	21
49	Ca	163	346	19
49	ABpla	95	369	21
49	Cp	208	350	19
50	P3	233	320	16
50	Ep	203	304	19
50	Ea	167	290	12
50	MSa	100	320	9
50	MSp	151	329	9
50	ABala	56	390	13
50	ABalp	54	336	14
50	ABarp	132	402	18
50	ABara	111	390	9
50	ABprp	200	336	9
50	ABpra	185	392	11
50	ABplp	117	309	19
50	Ca	157	348	20
50	ABpla	87	368	21
50	Cp	215	357	21
51	P3	233	310	15
51	Ep	202	303	19
51	Ea	165	291	12
51	MSa	96	323	8
51	MSp	145	329	9
51	ABalaa	45	389	11
51	ABalap	61	394	16
51	ABalpp	65	329	17
51	ABalpa	49	341	10
51	ABarpa	121	411	17
51	ABaraa	92	393	9
51	ABarap	128	395	9
51	ABprp	198	339	10
51	ABpra	182	388	12
51	ABplpp	135	307	19
51	ABplpa	106	309	17
51	Ca	157	347	19
51	ABplap	113	356	21
51	ABplaa	73	370	19
51	Cp	216	360	20
51	ABarpp	151	388	20
52	D	241	332	15
52	P4	225	298	14
52	Ep	200	304	18
52	Ea	162	295	11
52	MSa	89	323	9
52	MSp	138	332	9
52	ABalaa	42	390	11
52	ABalap	56	398	17
52	ABalpp	68	322	18
52	ABalpa	46	339	11
52	ABarpa	115	411	18
52	ABaraa	86	389	7
52	ABarap	125	394	9
52	ABarpp	153	387	18
52	ABprpa	180	340	8
52	ABprpp	208	340	10
52	ABpraa	166	400	11
52	ABprap	197	387	12
52	ABplpp	146	303	20
52	ABplpa	106	305	19
52	Ca	168	344	18
52	ABplap	125	353	20
52	ABplaa	73	369	20
52	Cp	217	360	20
53	D	241	329	15
53	P4	225	293	13
53	Ep	196	301	16
53	Ea	158	295	11
53	MSa	88	323	10
53	MSp	135	338	9
53	ABalaa	42	389	11
53	ABalap	55	395	17
53	ABalpp	69	325	18
53	ABalpa	45	338	11
53	ABarpa	116	406	19
53	ABaraa	88	387	8
53	ABarap	121	396	9
53	ABarpp	157	382	17
53	ABprpa	179	342	7
53	ABprpp	210	339	9
53	ABpraa	165	400	10
53	ABprap	196	385	12
53	ABplpp	148	301	19
53	ABplpa	111	302	18
53	Ca	168	343	19
53	ABplap	123	350	18
53	ABplaa	74	370	21
53	Cp	213	353	20
54	D	239	325	15
54	P4	225	292	13
54	Ep	197	299	16
54	Ea	158	298	11
54	MSa	87	325	9
54	MSp	137	341	9
54	ABalaa	40	388	11
54	ABalap	53	393	18
54	ABalpp	73	321	18
54	ABalpa	45	333	12
54	ABarpa	113	406	19
54	ABaraa	88	386	8
54	ABarap	121	398	9
54	ABarpp	157	379	17
54	ABprpa	181	345	8
54	ABprpp	213	340	10
54	ABpraa	167	398	11
54	ABprap	198	383	13
54	ABplpp	150	299	18
54	ABplpa	111	304	19
54	Ca	168	342	20
54	ABplap	128	348	19
54	ABplaa	75	370	21
54	Cp	214	351	20
55	D	241	322	16
55	P4	223	290	13
55	Ep	196	300	16
55	Ea	158	297	11
55	MSa	87	324	9
55	MSp	134	342	10
55	ABalaa	39	386	11
55	ABalap	54	389	19
55	ABalpp	75	318	18
55	ABalpa	44	336	11
55	ABarpa	110	409	19
55	ABaraa	86	389	8
55	ABarap	124	399	9
55	ABarpp	153	379	17
55	ABprpa	179	348	8
55	ABprpp	217	339	10
55	ABpraa	165	402	11
55	ABprap	203	385	13
55	ABplpp	153	297	18
55	ABplpa	107	305	18
55	Ca	171	340	20
55	ABplap	132	345	19
55	ABplaa	76	371	22
55	Cp	216	356	20
56	D	245	322	16
56	P4	223	289	13
56	Ep	198	302	15
56	Ea	156	296	12
56	MSa	85	323	10
56	MSp	134	344	11
56	ABalaa	39	383	10
56	ABalap	58	390	19
56	ABalpp	79	318	19
56	ABalpa	42	339	11
56	ABarpa	110	415	19
56	ABaraa	82	391	8
56	ABarap	123	402	9
56	ABarpp	165	384	20
56	ABprpa	174	348	8
56	ABprpp	220	343	11
56	ABpraa	160	402	10
56	ABprap	206	383	12
56	ABplpp	158	296	19
56	ABplpa	106	303	19
56	Ca	171	343	20
56	ABplap	128	346	20
56	ABplaa	77	371	22
56	Cp	218	357	19
57	D	245	325	16
57	P4	222	290	13
57	Ep	197	303	15
57	Ea	156	297	13
57	MSa	83	320	11
57	MSp	131	342	10
57	ABalaa	39	382	10
57	ABalap	58	393	19
57	ABalpp	80	320	19
57	ABalpa	39	341	12
57	ABarpa	107	416	18
57	ABaraa	80	388	8
57	ABarap	124	399	9
57	ABarpp	165	389	20
57	ABprpa	174	344	8
57	ABprpp	223	347	11
57	ABpraa	156	400	10
57	ABprap	203	387	13
57	ABplpp	159	295	20
57	ABplpa	105	302	20
57	Ca	167	345	21
57	ABplap	127	349	21
57	ABplaa	75	373	23
57	Cp	216	359	19
58	D	243	326	16
58	P4	223	288	14
58	Ep	198	305	16
58	Ea	157	300	12
58	MSa	81	322	12
58	MSp	131	339	10
58	ABalaa	43	381	10
58	ABalap	60	395	19
58	ABalpp	77	322	20
58	ABalpa	38	344	13
58	ABarpa	111	415	18
58	ABaraa	82	389	8
58	ABarap	124	397	9
58	ABarpp	168	391	20
58	ABprpa	176	346	8
58	ABprpp	227	346	10
58	ABpraa	156	399	9
58	ABprap	204	386	12
58	ABplpp	162	295	21
58	ABplpa	105	305	20
58	Ca	169	349	20
58	ABplap	128	355	21
58	ABplaa	73	375	24
58	Cp	217	361	19
59	D	242	325	16
59	P4	224	290	13
59	Ep	196	305	14
59	Ea	157	301	13
59	MSaa	78	326	10
59	MSap	88	321	13
59	MSpa	124	339	10
59	MSpp	137	339	10
59	ABalaa	43	380	9
59	ABalap	61	397	20
59	ABalpp	79	319	21
59	ABalpa	38	343	13
59	ABarpa	109	415	18
59	ABaraa	80	388	8
59	ABarap	123	399	10
59	ABarpp	158	389	18
59	ABprpa	176	348	8
59	ABprpp	228	349	10
59	ABpraa	155	401	10
59	ABprap	204	389	13
59	ABplpp	162	296	21
59	ABplpa	108	307	20
59	Ca	169	350	20
59	ABplap	128	356	21
59	ABplaa	77	371	21
59	Cp	217	360	19
60	D	240	321	16
60	P4	221	288	13
60	Ep	197	305	14
60	Ea	156	301	12
60	MSaa	72	325	10
60	MSap	93	314	13
60	MSpa	118	343	9
60	MSpp	150	342	10
60	ABalaa	45	382	10
60	ABalap	63	398	19
60	ABalpp	77	320	21
60	ABalpa	37	347	15
60	ABarpa	111	414	18
60	ABaraa	82	386	8
60	ABarap	125	398	9
60	ABarpp	161	390	19
60	ABprpa	186	354	8
60	ABprpp	234	351	11
60	ABpraa	158	394	15
60	ABprap	204	391	14
60	ABplpp	162	296	20
60	ABplpa	114	309	21
60	Ca	167	346	19
60	ABplap	129	359	22
60	ABplaa	81	372	21
60	Cp	217	356	19
61	D	239	319	17
61	P4	219	287	13
61	Ep	197	307	13
61	Ea	153	302	12
61	MSaa	71	328	10
61	MSap	94	312	14
61	MSpa	118	344	9
61	MSpp	152	345	9
61	ABalaa	46	384	10
61	ABalap	64	399	19
61	ABalpp	75	323	21
61	ABalpa	36	348	14
61	ABarpa	114	416	18
61	ABaraa	84	390	8
61	ABarap	128	396	9
61	ABarpp	164	390	20
61	ABprpa	189	358	8
61	ABprpp	235	349	11
61	ABpraa	156	397	13
61	ABprap	202	393	15
61	ABplpp	161	294	20
61	ABplpa	112	308	20
61	Ca	165	345	19
61	ABplap	129	359	21
61	ABplaa	81	371	21
61	Cp	216	353	19
62	D	238	315	16
62	P4	216	286	14
62	Ep	196	311	13
62	Ea	151	305	12
62	MSaa	70	325	9
62	MSap	99	309	14
62	MSpa	116	343	10
62	MSpp	155	348	8
62	ABalaa	47	384	9
62	ABalap	62	398	19
62	ABalpp	78	323	21
62	ABalpa	36	347	15
62	ABarpa	113	416	18
62	ABaraa	83	385	8
62	ABarap	126	395	9
62	ABarpp	162	392	19
62	ABprpa	192	359	8
62	ABprpp	237	347	10
62	ABpraa	157	397	15
62	ABprap	202	395	14
62	ABplpp	160	298	20
62	ABplpa	114	306	20
62	Ca	164	348	18
62	ABplap	123	362	22
62	ABplaa	79	370	22
62	Cp	218	356	19
63	D	238	313	16
63	P4	213	284	14
63	Ep	197	311	13
63	Ea	154	306	12
63	MSaa	67	333	8
63	MSap	104	306	13
63	MSpa	111	343	9
63	MSpp	158	351	7
63	ABalaa	47	387	10
63	ABalap	61	395	19
63	ABalpp	77	322	21
63	ABalpa	38	346	15
63	ABarpa	111	414	18
63	ABaraa	83	386	9
63	ABarap	127	395	9
63	ABarpp	159	393	18
63	ABprpa	192	360	8
63	ABprpp	238	347	11
63	ABpraa	159	405	10
63	ABprap	203	394	14
63	ABplpp	162	297	20
63	ABplpa	114	304	20
63	Ca	163	349	18
63	ABplap	124	362	21
63	ABplaa	82	368	22
63	Cp	216	356	19
64	D	238	313	15
64	P4	212	283	14
64	Ep	197	311	14
64	Ea	152	309	12
64	MSaa	68	331	8
64	MSap	105	304	13
64	MSpa	108	346	9
64	MSpp	159	349	8
64	ABalaa	46	381	10
64	ABalap	59	393	18
64	ABalpp	78	320	20
64	ABalpa	40	344	15
64	ABarpa	111	413	18
64	ABaraa	81	388	9
64	ABarap	123	398	9
64	ABarpp	160	393	18
64	ABprpa	192	359	8
64	ABprpp	238	347	11
64	ABpraa	160	404	10
64	ABprap	204	394	14
64	ABplpp	162	296	21
64	ABplpa	113	301	19
64	Ca	163	350	18
64	ABplap	122	359	21
64	ABplaa	77	371	22
64	Cp	217	357	20
65	D	233	308	16
65	P4	209	283	14
65	Ep	193	310	14
65	Ea	148	311	12
65	MSaa	71	335	8
65	MSap	104	304	12
65	MSpa	110	352	10
65	MSpp	158	354	7
65	ABalaa	47	380	9
65	ABalap	59	396	18
65	ABalpp	77	318	19
65	ABalpa	39	343	15
65	ABarpa	109	414	19
65	ABaraa	81	391	9
65	ABarap	124	400	8
65	ABarpp	163	393	18
65	ABprpa	195	360	8
65	ABprpp	240	344	11
65	ABpraa	163	407	11
65	ABprap	206	392	14
65	ABplpp	156	300	22
65	ABplpa	113	303	19
65	Ca	163	348	18
65	ABplap	118	357	21
65	ABplaa	73	368	23
65	Cp	219	348	19
66	D	232	304	16
66	P4	209	283	14
66	Ep	196	309	15
66	Ea	149	317	11
66	MSaa	74	336	8
66	MSap	105	303	11
66	MSpa	110	350	9
66	MSpp	158	358	7
66	ABalaa	45	381	9
66	ABalap	57	395	18
66	ABalpp	77	319	19
66	ABalpa	42	341	15
66	ABarpa	109	412	20
66	ABaraa	81	393	9
66	ABarap	122	400	9
66	ABarpp	166	397	19
66	ABprpa	195	358	8
66	ABprpp	237	343	10
66	ABpraa	162	407	11
66	ABprap	208	392	13
66	ABplpp	157	300	22
66	ABplpa	113	303	19
66	Caa	156	358	18
66	Cap	170	341	18
66	ABplap	120	358	21
66	ABplaa	74	368	22
66	Cpa	211	367	20
66	Cpp	227	338	18
67	D	235	307	15
67	P4	209	285	13
67	Ep	199	311	15
67	Ea	150	318	11
67	MSaa	72	337	8
67	MSap	106	301	11
67	MSpa	110	347	8
67	MSpp	156	355	7
67	ABalaa	44	380	9
67	ABalap	57	393	17
67	ABalpp	80	319	19
67	ABalpa	45	341	14
67	ABarpa	108	409	19
67	ABaraa	81	393	9
67	ABarap	123	398	9
67	ABarpp	163	395	18
67	ABprpa	193	355	8
67	ABprpp	234	351	10
67	ABpraa	164	405	10
67	ABprap	206	391	12
67	ABplpp	158	295	21
67	ABplpa	115	302	18
67	Caa	155	359	18
67	Cap	172	333	19
67	ABplap	120	356	21
67	ABplaa	75	368	21
67	Cpa	210	370	21
67	Cpp	229	338	19
68	D	235	307	15
68	P4	208	287	12
68	Ep	199	312	14
68	Ea	151	323	12
68	MSaa	77	335	7
68	MSap	108	300	10
68	MSpa	111	350	9
68	MSpp	155	356	7
68	ABalaa	43	380	9
68	ABalap	57	392	17
68	ABalpp	83	320	19
68	ABalpa	47	342	13
68	ABarpa	107	407	18
68	ABaraa	81	392	9
68	ABarap	119	400	9
68	ABarpp	165	394	18
68	ABprpa	192	358	8
68	ABprpp	232	354	11
68	ABpraa	161	407	11
68	ABprap	205	391	13
68	ABplpp	157	296	21
68	ABplpa	118	302	18
68	Caa	159	361	19
68	Cap	182	333	20
68	ABplap	121	357	21
68	ABplaa	77	365	21
68	Cpa	213	368	21
68	Cpp	233	335	20
69	D	233	304	15
69	P4	206	288	11
69	Ep	199	313	14
69	Ea	151	326	12
69	MSaa	79	334	8
69	MSap	111	299	10
69	MSpa	112	353	9
69	MSpp	155	359	7
69	ABalaa	43	379	9
69	ABalap	57	391	17
69	ABalpp	83	321	19
69	ABalpa	49	343	14
69	ABarpa	108	407	19
69	ABaraa	80	393	9
69	ABarap	119	400	9
69	ABarpp	164	390	18
69	ABprpa	194	361	8
69	ABprpp	229	354	11
69	ABpraa	161	406	11
69	ABprap	202	391	14
69	ABplpp	158	298	21
69	ABplpa	121	302	17
69	Caa	162	359	19
69	Cap	185	326	20
69	ABplap	122	357	21
69	ABplaa	78	366	22
69	Cpa	214	369	22
69	Cpp	238	331	20
70	D	232	304	13
70	P4	202	288	10
70	Ep	194	319	16
70	Ea	149	328	12
70	MSaa	78	336	8
70	MSap	111	299	9
70	MSpa	110	355	9
70	MSpp	154	359	7
70	ABalaa	41	380	9
70	ABalap	57	391	18
70	ABalpp	79	325	19
70	ABalpa	44	344	13
70	ABarpa	109	412	20
70	ABaraa	79	392	9
70	ABarap	124	400	9
70	ABarpp	161	395	20
70	ABprpa	193	363	8
70	ABprpp	229	357	11
70	ABpraa	157	407	11
70	ABprap	200	393	15
70	ABplpp	158	297	20
70	ABplpa	118	305	18
70	Caa	162	357	19
70	Cap	188	325	21
70	ABplap	124	362	20
70	ABplaa	79	370	20
70	Cpa	214	368	22
70	Cpp	242	325	19
71	D	232	306	13
71	P4	199	286	11
71	Ep	199	317	14
71	Ea	147	328	12
71	MSaa	76	338	7
71	MSap	111	298	9
71	MSpa	108	352	9
71	MSpp	155	357	7
71	ABalaa	42	377	9
71	ABalapa	49	400	18
71	ABalapp	58	385	17
71	ABalppp	84	311	17
71	ABalppa	72	326	22
71	ABalpap	54	327	13
71	ABalpaa	34	349	15
71	ABarpap	112	401	16
71	ABarpaa	97	417	21
71	ABaraa	80	386	10
71	ABarapa	114	415	10
71	ABarapp	125	385	9
71	ABarpp	153	400	20
71	ABprpa	191	362	9
71	ABprpp	230	354	11
71	ABpraap	164	397	10
71	ABpraaa	152	415	12
71	ABprapp	212	384	14
71	ABprapa	193	402	15
71	ABplpp	156	300	22
71	ABplpa	119	306	18
71	Caa	160	359	18
71	Cap	190	324	21
71	ABplapp	128	344	20
71	ABplapa	117	375	21
71	ABplaap	82	354	19
71	ABplaaa	69	378	22
71	Cpa	208	368	22
71	Cpp	240	325	19
72	D	232	305	13
72	P4	201	286	11
72	Ep	197	326	18
72	Ea	147	330	13
72	MSaa	80	338	8
72	MSap	115	296	9
72	MSpa	116	349	9
72	MSpp	160	356	7
72	ABalaa	45	371	9
72	ABalapa	47	396	17
72	ABalapp	67	374	16
72	ABalppp	89	309	16
72	ABalppa	69	324	21
72	ABalpap	54	323	12
72	ABalpaa	37	346	17
72	ABarpap	112	390	14
72	ABarpaa	91	416	19
72	ABaraap	91	373	8
72	ABaraaa	69	400	10
72	ABarapa	106	412	10
72	ABarapp	127	384	8
72	ABarppa	136	406	21
72	ABarppp	159	399	20
72	ABprpaa	189	377	9
72	ABprpap	197	354	9
72	ABprppa	230	368	11
72	ABprppp	235	343	11
72	ABpraap	161	396	9
72	ABpraaa	142	416	12
72	ABprapp	212	387	15
72	ABprapa	185	405	15
72	ABplpp	157	304	21
72	ABplpap	135	291	16
72	ABplpaa	111	301	22
72	Cap	189	329	22
72	ABplapp	129	339	20
72	ABplapa	112	374	21
72	ABplaap	88	349	19
72	ABplaaa	72	378	22
72	Cpa	205	372	21
72	Cpp	238	329	20
72	Caa	155	362	19
73	D	230	302	12
73	P4	197	283	11
73	Ep	202	323	15
73	Ea	146	329	12
73	MSaa	79	333	8
73	MSap	119	295	8
73	MSpa	117	347	9
73	MSpp	169	357	7
73	ABalaap	52	357	9
73	ABalaaa	35	379	10
73	ABalapa	47	391	18
73	ABalapp	73	372	15
73	ABalppp	91	309	16
73	ABalppa	66	325	21
73	ABalpap	51	322	13
73	ABalpaa	38	349	17
73	ABarpap	111	387	14
73	ABarpaa	86	412	18
73	ABaraap	95	372	8
73	ABaraaa	67	397	9
73	ABarapa	102	410	10
73	ABarapp	128	386	8
73	ABarppa	127	408	22
73	ABarppp	158	402	20
73	ABprpaa	191	383	9
73	ABprpap	202	351	9
73	ABprppa	231	367	12
73	ABprppp	234	339	10
73	ABpraap	158	394	10
73	ABpraaa	141	418	12
73	ABprapp	210	385	15
73	ABprapa	182	404	15
73	ABplppp	167	291	18
73	ABplppa	149	307	22
73	ABplpap	136	291	15
73	ABplpaa	106	302	21
73	Caa	149	365	20
73	Cap	187	334	22
73	ABplapp	128	338	20
73	ABplapa	109	371	20
73	ABplaap	86	350	19
73	ABplaaa	69	377	23
73	Cpa	204	373	21
73	Cpp	239	329	20
74	D	230	299	13
74	P4	194	282	12
74	Ep	200	325	15
74	Ea	149	321	13
74	MSaa	79	329	8
74	MSap	120	295	9
74	MSpa	119	347	9
74	MSpp	172	359	8
74	ABalaap	55	355	9
74	ABalaaa	35	377	10
74	ABalapa	44	391	18
74	ABalapp	75	373	14
74	ABalppp	93	307	16
74	ABalppa	64	325	22
74	ABalpap	53	320	13
74	ABalpaa	38	349	17
74	ABarpap	116	384	14
74	ABarpaa	86	410	18
74	ABaraap	98	373	8
74	ABaraaa	66	397	9
74	ABarapa	99	409	10
74	ABarapp	133	385	8
74	ABarppa	126	408	21
74	ABarppp	158	407	19
74	ABprpaa	192	383	9
74	ABprpap	205	350	10
74	ABprppa	233	366	12
74	ABprppp	237	334	11
74	ABpraap	163	392	10
74	ABpraaa	138	415	13
74	ABprapp	214	382	15
74	ABprapa	186	403	15
74	ABplppp	171	289	19
74	ABplppa	149	305	23
74	ABplpap	137	290	16
74	ABplpaa	106	300	22
74	Caa	149	368	20
74	Cap	185	334	23
74	ABplapp	127	334	20
74	ABplapa	108	373	22
74	ABplaap	88	348	18
74	ABplaaa	67	379	23
74	Cpa	207	370	21
74	Cpp	237	327	20
75	D	228	296	14
75	P4	192	282	12
75	Ep	198	324	16
75	Ear	151	330	11
75	Eal	143	318	15
75	MSaa	78	330	8
75	MSap	121	295	9
75	MSpa	120	345	9
75	MSpp	176	360	7
75	ABalaap	55	355	9
75	ABalaaa	37	378	10
75	ABalapa	45	393	18
75	ABalapp	76	370	14
75	ABalppp	95	306	16
75	ABalppa	63	323	22
75	ABalpap	54	319	13
75	ABalpaa	37	355	18
75	ABarpap	120	385	14
75	ABarpaa	85	414	18
75	ABaraap	99	372	8
75	ABaraaa	65	399	9
75	ABarapa	97	411	10
75	ABarapp	136	385	8
75	ABarppa	126	409	21
75	ABarppp	157	405	19
75	ABprpaa	197	386	9
75	ABprpap	208	350	10
75	ABprppa	237	365	13
75	ABprppp	236	330	11
75	ABpraap	168	389	9
75	ABpraaa	139	419	13
75	ABprapp	216	379	16
75	ABprapa	185	404	16
75	ABplppp	174	290	19
75	ABplppa	148	304	23
75	ABplpap	138	289	17
75	ABplpaa	106	301	22
75	Caa	152	366	19
75	Cap	182	330	23
75	ABplapp	125	337	20
75	ABplapa	107	376	22
75	ABplaap	91	345	17
75	ABplaaa	67	380	23
75	Cpa	208	369	21
75	Cpp	236	325	20
76	D	223	293	13
76	P4	190	285	11
76	Ep	194	324	15
76	Ear	150	333	10
76	Eal	141	316	15
76	MSaa	82	331	9
76	MSap	123	296	8
76	MSpa	122	348	9
76	MSpp	178	362	8
76	ABalaap	57	355	8
76	ABalaaa	36	379	10
76	ABalapa	47	394	18
76	ABalapp	79	365	14
76	ABalppp	97	304	15
76	ABalppa	61	325	22
76	ABalpap	53	318	13
76	ABalpaa	40	359	18
76	ABarpap	120	386	14
76	ABarpaa	87	416	18
76	ABaraap	99	373	8
